dataset,model_count,seed,split_seed,policy,point,quality,mean_cost,total_cost,normalized_cost,auc,sample_count
gsm8k,11,0,42,Cascade Routing,0,0.41773806159932186,9.424149477253325e-05,0.6670412999999904,0.011032363510244184,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,1,0.4430276914382594,0.00010204458886690717,0.7222715999999689,0.011945831306585447,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,2,0.4610765753037581,0.00010818387962700618,0.7657254999999498,0.012664526267058803,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,3,0.4759112743712913,0.0001145456202316947,0.8107538999999351,0.01340926227828408,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,4,0.49071065272675896,0.00012100418197229705,0.8564675999999185,0.014165332638242413,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,5,0.5037086747668833,0.00012822423509464592,0.9075711359999038,0.015010546848832816,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,6,0.516989262503532,0.00013945498502400289,0.9870623839998924,0.01632527255445083,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,7,0.525572195535462,0.00014654950664027744,1.0372774079998837,0.01715579144202728,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,8,0.530411133088443,0.00015248909183383403,1.0793177919998773,0.017851107906537333,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,9,0.5347909013845719,0.00015895743204293205,1.125100703999873,0.018608322981138382,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,10,0.5347909013845719,0.00015895743204293205,1.125100703999873,0.018608322981138382,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,11,0.5695818027691438,0.00020814737439952676,1.4732671159998505,0.02436673467055139,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,12,0.5906682678722803,0.0002499668137891839,1.7692651079998436,0.029262319765576722,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,13,0.6107657530375812,0.00030138800847694894,2.1332243239998445,0.03528193260486501,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,14,0.6270486012998022,0.00034937933257980276,2.472906915999844,0.04090002826557749,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,15,0.6414241311104832,0.00040211828934725154,2.8461932519998463,0.04707390468396303,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,16,0.6528680418197231,0.00045083191183948126,3.1909882719998484,0.05277655607475696,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,17,0.6598262220966374,0.0004974896688329825,3.52123187599985,0.05823853794343766,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,18,0.6669963266459452,0.0005487831585193349,3.8842871959998524,0.06424320101987402,0.6949016848548466,7078
gsm8k,11,0,42,Cascade Routing,19,0.6717646227747951,0.0005937443051709312,4.202522191999851,0.06950656950628278,0.6949016848548466,7078
