task_id,node_type,candidate,selected,eligible,Q,C_tokens,L_seconds,score,actual_shadow_tokens,actual_shadow_latency_s,actual_shadow_node_accuracy,actual_status,score_margin_to_selected
e536fb70585741298a9b45836d692c33,extraction,reasoning,False,False,0.7203883495145631,7237.877669902913,179.63649433462908,-0.5396880056537281,,,,not_sampled_or_unavailable,0.7000794461916907
e536fb70585741298a9b45836d692c33,extraction,small,False,False,,,,,,,,not_sampled_or_unavailable,
e536fb70585741298a9b45836d692c33,semantic,medium,False,True,0.6873786407766991,598.4330097087379,6.348084296382533,0.6257165688093494,,,,not_sampled_or_unavailable,0.02521827192066106
e536fb70585741298a9b45836d692c33,semantic,large,True,True,0.7165048543689321,599.1145631067961,7.122857096716356,0.6509348407300105,,,,not_sampled_or_unavailable,0.0
e536fb70585741298a9b45836d692c33,semantic,coder,False,True,0.6815533980582524,635.1669902912622,6.969236769284115,0.6149488646972687,,,,not_sampled_or_unavailable,0.035985976032741784
e536fb70585741298a9b45836d692c33,semantic,reasoning,False,False,0.7203883495145631,2721.8776699029127,67.5541346411878,0.24652379281347847,,,,not_sampled_or_unavailable,0.40441104791653204
e536fb70585741298a9b45836d692c33,semantic,small,False,False,,,,,,,,not_sampled_or_unavailable,
f34fab4302c34851bdcfa2c7f196ff9e,extraction,medium,False,True,0.6873786407766991,3830.4330097087377,40.63263764328787,0.2926938020748228,,,,not_sampled_or_unavailable,0.004515228716533148
f34fab4302c34851bdcfa2c7f196ff9e,extraction,large,True,True,0.7165048543689321,3831.114563106796,45.54801908444725,0.29720903079135597,,,,not_sampled_or_unavailable,0.0
f34fab4302c34851bdcfa2c7f196ff9e,extraction,coder,False,True,0.6815533980582524,3867.166990291262,42.43167984743808,0.2760366493064989,,,,not_sampled_or_unavailable,0.02117238148485706
f34fab4302c34851bdcfa2c7f196ff9e,extraction,reasoning,False,False,0.7203883495145631,5953.877669902913,147.76896779645847,-0.3161503729628749,,,,not_sampled_or_unavailable,0.6133594037542309
f34fab4302c34851bdcfa2c7f196ff9e,extraction,small,False,False,,,,,,,,not_sampled_or_unavailable,
f34fab4302c34851bdcfa2c7f196ff9e,semantic,medium,False,True,0.6873786407766991,602.4330097087379,6.390515674287119,0.6253044119198266,,,,not_sampled_or_unavailable,0.025192649342438034
f34fab4302c34851bdcfa2c7f196ff9e,semantic,large,True,True,0.7165048543689321,603.1145631067961,7.170412990265528,0.6504970612622646,,,,not_sampled_or_unavailable,0.0
f34fab4302c34851bdcfa2c7f196ff9e,semantic,coder,False,True,0.6815533980582524,639.1669902912622,7.0131259315095535,0.6145294188861415,,,,not_sampled_or_unavailable,0.035967642376123043
f34fab4302c34851bdcfa2c7f196ff9e,semantic,reasoning,False,False,0.7203883495145631,2725.8776699029127,67.65341042479581,0.24582741389543833,,,,not_sampled_or_unavailable,0.40466964736682626
f34fab4302c34851bdcfa2c7f196ff9e,semantic,small,False,False,,,,,,,,not_sampled_or_unavailable,
9819c81ad06b4d2b995c90e8ba2a657c,extraction,medium,False,True,0.6873786407766991,4338.433009708738,46.02142263717027,0.24034987710541086,,,,not_sampled_or_unavailable,0.0012611612822210072
9819c81ad06b4d2b995c90e8ba2a657c,extraction,large,True,True,0.7165048543689321,4339.114563106796,51.58761756519207,0.24161103838763187,,,,not_sampled_or_unavailable,0.0
9819c81ad06b4d2b995c90e8ba2a657c,extraction,coder,False,True,0.6815533980582524,4375.166990291262,48.00560345006871,0.22276703129334577,,,,not_sampled_or_unavailable,0.018844007094286103
9819c81ad06b4d2b995c90e8ba2a657c,extraction,reasoning,False,False,0.7203883495145631,6461.877669902913,160.3769923146755,-0.4045904955539602,,,,not_sampled_or_unavailable,0.6462015339415921
9819c81ad06b4d2b995c90e8ba2a657c,extraction,small,False,False,,,,,,,,not_sampled_or_unavailable,
